FeatureCode,DateCode,Measurement,Units,Value,IndicesOfDeprivation
E01013741,2015,Decile,NA,4,Income Deprivation Domain
E01013755,2015,Decile,NA,1,Income Deprivation Domain
E01013764,2015,Decile,NA,4,Income Deprivation Domain
E01013753,2015,Decile,NA,1,Income Deprivation Domain
E01013651,2015,Decile,NA,1,Income Deprivation Domain
E01013664,2015,Decile,NA,1,Income Deprivation Domain
E01013650,2015,Decile,NA,10,Income Deprivation Domain
E01013678,2015,Decile,NA,3,Income Deprivation Domain
E01013614,2015,Decile,NA,4,Income Deprivation Domain
E01013607,2015,Decile,NA,5,Income Deprivation Domain
E01013777,2015,Decile,NA,3,Income Deprivation Domain
E01013729,2015,Decile,NA,4,Income Deprivation Domain
E01013737,2015,Decile,NA,5,Income Deprivation Domain
E01013763,2015,Decile,NA,3,Income Deprivation Domain
E01013766,2015,Decile,NA,4,Income Deprivation Domain
E01013714,2015,Decile,NA,3,Income Deprivation Domain
E01013688,2015,Decile,NA,2,Income Deprivation Domain
E01013622,2015,Decile,NA,1,Income Deprivation Domain
E01013718,2015,Decile,NA,2,Income Deprivation Domain
E01013721,2015,Decile,NA,2,Income Deprivation Domain
E01013642,2015,Decile,NA,8,Income Deprivation Domain
E01013632,2015,Decile,NA,1,Income Deprivation Domain
E01013633,2015,Decile,NA,1,Income Deprivation Domain
E01013623,2015,Decile,NA,5,Income Deprivation Domain
E01013643,2015,Decile,NA,8,Income Deprivation Domain
E01013609,2015,Decile,NA,6,Income Deprivation Domain
E01013610,2015,Decile,NA,2,Income Deprivation Domain
E01013608,2015,Decile,NA,6,Income Deprivation Domain
E01013765,2015,Decile,NA,2,Income Deprivation Domain
E01013773,2015,Decile,NA,3,Income Deprivation Domain
E01013758,2015,Decile,NA,3,Income Deprivation Domain
E01013752,2015,Decile,NA,2,Income Deprivation Domain
E01013756,2015,Decile,NA,3,Income Deprivation Domain
E01013605,2015,Decile,NA,3,Income Deprivation Domain
E01013628,2015,Decile,NA,1,Income Deprivation Domain
E01013636,2015,Decile,NA,7,Income Deprivation Domain
E01013727,2015,Decile,NA,1,Income Deprivation Domain
E01013648,2015,Decile,NA,6,Income Deprivation Domain
E01013735,2015,Decile,NA,4,Income Deprivation Domain
E01013749,2015,Decile,NA,3,Income Deprivation Domain
E01013733,2015,Decile,NA,4,Income Deprivation Domain
E01013646,2015,Decile,NA,3,Income Deprivation Domain
E01013626,2015,Decile,NA,2,Income Deprivation Domain
E01013674,2015,Decile,NA,1,Income Deprivation Domain
E01013659,2015,Decile,NA,2,Income Deprivation Domain
E01013682,2015,Decile,NA,2,Income Deprivation Domain
E01013709,2015,Decile,NA,6,Income Deprivation Domain
E01013720,2015,Decile,NA,1,Income Deprivation Domain
E01013694,2015,Decile,NA,2,Income Deprivation Domain
E01013690,2015,Decile,NA,3,Income Deprivation Domain
E01013779,2015,Decile,NA,4,Income Deprivation Domain
E01013723,2015,Decile,NA,1,Income Deprivation Domain
E01013731,2015,Decile,NA,2,Income Deprivation Domain
E01013716,2015,Decile,NA,1,Income Deprivation Domain
E01013686,2015,Decile,NA,7,Income Deprivation Domain
E01013775,2015,Decile,NA,5,Income Deprivation Domain
E01013637,2015,Decile,NA,1,Income Deprivation Domain
E01013739,2015,Decile,NA,2,Income Deprivation Domain
E01013670,2015,Decile,NA,5,Income Deprivation Domain
E01013757,2015,Decile,NA,4,Income Deprivation Domain
E01013761,2015,Decile,NA,1,Income Deprivation Domain
E01013771,2015,Decile,NA,5,Income Deprivation Domain
E01013647,2015,Decile,NA,4,Income Deprivation Domain
E01013704,2015,Decile,NA,9,Income Deprivation Domain
E01013638,2015,Decile,NA,1,Income Deprivation Domain
E01013751,2015,Decile,NA,2,Income Deprivation Domain
E01013750,2015,Decile,NA,3,Income Deprivation Domain
E01013774,2015,Decile,NA,3,Income Deprivation Domain
E01013732,2015,Decile,NA,3,Income Deprivation Domain
E01013700,2015,Decile,NA,5,Income Deprivation Domain
E01013744,2015,Decile,NA,2,Income Deprivation Domain
E01013615,2015,Decile,NA,7,Income Deprivation Domain
E01013740,2015,Decile,NA,3,Income Deprivation Domain
E01013660,2015,Decile,NA,2,Income Deprivation Domain
E01013654,2015,Decile,NA,1,Income Deprivation Domain
E01013655,2015,Decile,NA,3,Income Deprivation Domain
E01013676,2015,Decile,NA,2,Income Deprivation Domain
E01013696,2015,Decile,NA,3,Income Deprivation Domain
E01013703,2015,Decile,NA,10,Income Deprivation Domain
E01013725,2015,Decile,NA,1,Income Deprivation Domain
E01013738,2015,Decile,NA,5,Income Deprivation Domain
E01013762,2015,Decile,NA,2,Income Deprivation Domain
E01013767,2015,Decile,NA,4,Income Deprivation Domain
E01013772,2015,Decile,NA,2,Income Deprivation Domain
E01013778,2015,Decile,NA,4,Income Deprivation Domain
E01013768,2015,Decile,NA,2,Income Deprivation Domain
E01013784,2015,Decile,NA,6,Income Deprivation Domain
E01013780,2015,Decile,NA,8,Income Deprivation Domain
E01013684,2015,Decile,NA,2,Income Deprivation Domain
E01013669,2015,Decile,NA,6,Income Deprivation Domain
E01013770,2015,Decile,NA,4,Income Deprivation Domain
E01013748,2015,Decile,NA,1,Income Deprivation Domain
E01013760,2015,Decile,NA,2,Income Deprivation Domain
E01013672,2015,Decile,NA,6,Income Deprivation Domain
E01013657,2015,Decile,NA,2,Income Deprivation Domain
E01013730,2015,Decile,NA,1,Income Deprivation Domain
E01013715,2015,Decile,NA,3,Income Deprivation Domain
E01013625,2015,Decile,NA,2,Income Deprivation Domain
E01013673,2015,Decile,NA,1,Income Deprivation Domain
E01013712,2015,Decile,NA,8,Income Deprivation Domain
E01013726,2015,Decile,NA,1,Income Deprivation Domain
E01013685,2015,Decile,NA,8,Income Deprivation Domain
E01013691,2015,Decile,NA,1,Income Deprivation Domain
E01013619,2015,Decile,NA,1,Income Deprivation Domain
E01013692,2015,Decile,NA,1,Income Deprivation Domain
E01013668,2015,Decile,NA,4,Income Deprivation Domain
E01013693,2015,Decile,NA,1,Income Deprivation Domain
E01013707,2015,Decile,NA,8,Income Deprivation Domain
E01013754,2015,Decile,NA,1,Income Deprivation Domain
E01013618,2015,Decile,NA,4,Income Deprivation Domain
E01013600,2015,Decile,NA,1,Income Deprivation Domain
E01013601,2015,Decile,NA,1,Income Deprivation Domain
E01013627,2015,Decile,NA,5,Income Deprivation Domain
E01013603,2015,Decile,NA,1,Income Deprivation Domain
E01013602,2015,Decile,NA,1,Income Deprivation Domain
E01013786,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013783,2015,Decile,NA,7,Income Deprivation Affecting Children Index (IDACI)
E01013785,2015,Decile,NA,9,Income Deprivation Affecting Children Index (IDACI)
E01013782,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013759,2015,Decile,NA,7,Income Deprivation Affecting Children Index (IDACI)
E01013751,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013774,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013750,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013689,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013653,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013746,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013697,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013743,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013640,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013666,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013631,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013665,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013652,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013742,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013641,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013702,2015,Decile,NA,9,Income Deprivation Affecting Children Index (IDACI)
E01013734,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013630,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013612,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013621,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013717,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013705,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013620,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013692,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013691,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013707,2015,Decile,NA,8,Income Deprivation Affecting Children Index (IDACI)
E01013686,2015,Decile,NA,7,Income Deprivation Affecting Children Index (IDACI)
E01013757,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01032868,2015,Decile,NA,8,Income Deprivation Affecting Children Index (IDACI)
E01013775,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013716,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013771,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013761,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013723,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013673,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013693,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013748,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013672,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013726,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013685,2015,Decile,NA,8,Income Deprivation Affecting Children Index (IDACI)
E01013669,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013600,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013668,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013684,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013770,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013754,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013730,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013760,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013712,2015,Decile,NA,8,Income Deprivation Affecting Children Index (IDACI)
E01013715,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013619,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013618,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013625,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013657,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013739,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013731,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013779,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013704,2015,Decile,NA,9,Income Deprivation Affecting Children Index (IDACI)
E01013670,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013690,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013718,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013721,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013729,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013664,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013678,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013737,2015,Decile,NA,8,Income Deprivation Affecting Children Index (IDACI)
E01013688,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013766,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013714,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013614,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013642,2015,Decile,NA,8,Income Deprivation Affecting Children Index (IDACI)
E01013643,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013777,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013651,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013650,2015,Decile,NA,8,Income Deprivation Affecting Children Index (IDACI)
E01013607,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013763,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013622,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013632,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013633,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013623,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01032865,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01032872,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01032863,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013610,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013609,2015,Decile,NA,7,Income Deprivation Affecting Children Index (IDACI)
E01013608,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013602,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013627,2015,Decile,NA,7,Income Deprivation Affecting Children Index (IDACI)
E01013637,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013603,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013647,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013601,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013638,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013784,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013772,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013767,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013768,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013780,2015,Decile,NA,9,Income Deprivation Affecting Children Index (IDACI)
E01013703,2015,Decile,NA,9,Income Deprivation Affecting Children Index (IDACI)
E01013762,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013778,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013660,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013676,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013615,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013654,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013655,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013700,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013725,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013696,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013740,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013738,2015,Decile,NA,7,Income Deprivation Affecting Children Index (IDACI)
E01013744,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013732,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01032875,2015,Decile,NA,7,Income Deprivation Affecting Children Index (IDACI)
E01032862,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013694,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013659,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013727,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013720,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013648,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013674,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013682,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013756,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013709,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013765,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013773,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013758,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013735,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013749,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013733,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013752,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013605,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013626,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013636,2015,Decile,NA,7,Income Deprivation Affecting Children Index (IDACI)
E01013646,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013628,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013765,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013735,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013749,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013773,2015,Decile,NA,6,Living Environment Deprivation Domain
E01013752,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013756,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013718,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013721,2015,Decile,NA,5,Living Environment Deprivation Domain
E01013650,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013643,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013678,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013688,2015,Decile,NA,1,Living Environment Deprivation Domain
E01013664,2015,Decile,NA,6,Living Environment Deprivation Domain
E01013633,2015,Decile,NA,3,Living Environment Deprivation Domain
E01013651,2015,Decile,NA,3,Living Environment Deprivation Domain
E01013714,2015,Decile,NA,3,Living Environment Deprivation Domain
E01013632,2015,Decile,NA,5,Living Environment Deprivation Domain
E01013623,2015,Decile,NA,5,Living Environment Deprivation Domain
E01013766,2015,Decile,NA,3,Living Environment Deprivation Domain
E01013729,2015,Decile,NA,6,Living Environment Deprivation Domain
E01013642,2015,Decile,NA,1,Living Environment Deprivation Domain
E01013777,2015,Decile,NA,1,Living Environment Deprivation Domain
